,ID,DemAffl,DemAge,DemClusterGroup,DemGender,LoyalClass,LoyalSpend,LoyalTime,Region,TargetBuy
1118,35019758,8.0,77.0,,M,Silver,5000.0,4.0,Ulster,0
1119,35044272,,56.0,B,,Silver,3000.0,8.0,Bolton,0
1120,35046801,,,D,F,Silver,5000.0,5.0,London,0
1121,35059776,4.0,44.0,D,M,Silver,3000.0,1.0,London,0
1122,35125582,,77.0,F,,Silver,5000.0,12.0,Leicester,0
1123,35134328,12.0,,C,,Silver,2000.0,4.0,Nottingham,1
1124,35140344,9.0,,F,,Tin,0.0099999999999999,8.0,Wales,0
1125,35165924,8.0,,F,,Tin,0.0099999999999999,7.0,Bristol,0
1126,35168508,5.0,37.0,,F,Tin,0.0099999999999999,5.0,London,0
1127,35221573,12.0,,F,,Silver,3200.0,6.0,London,1
1128,35230475,6.0,65.0,C,F,Gold,6000.0,1.0,London,0
1129,35235230,16.0,33.0,C,F,Tin,0.0099999999999999,8.0,London,1
1130,35267654,10.0,71.0,,F,Gold,6105.32,8.0,London,1
1131,35288988,4.0,45.0,,F,Gold,13500.0,6.0,Ulster,0
1132,35293906,9.0,32.0,,F,Silver,100.0,10.0,Midlands,0
1133,35308482,15.0,37.0,,F,Tin,0.0099999999999999,8.0,Leicester,1
1134,35309853,,45.0,D,,Silver,1100.0,2.0,Birmingham,0
1135,35338942,10.0,47.0,,F,Tin,0.0099999999999999,4.0,Ulster,1
1136,35344683,12.0,71.0,,F,Gold,6053.349999999999,7.0,London,1
1137,35349391,6.0,57.0,,M,Gold,16106.7,7.0,Wales,0
1138,35355537,,63.0,E,,Silver,3000.0,5.0,Wales,0
1139,35385789,14.0,67.0,B,F,Gold,20000.0,14.0,London,1
1140,35401156,8.0,48.0,,M,Gold,10000.0,11.0,London,0
1141,35403795,6.0,73.0,F,M,Gold,12500.0,12.0,London,0
1142,35411712,9.0,28.0,D,F,Silver,3500.0,4.0,London,0
1143,35476970,9.0,59.0,B,F,Silver,3000.0,8.0,London,0
1144,35479708,9.0,,C,,Gold,6000.0,2.0,Birmingham,0
1145,35496904,17.0,76.0,B,F,Gold,6000.0,1.0,London,1
1146,35501851,11.0,,B,,Gold,15000.0,4.0,Birmingham,1
1147,35531564,5.0,40.0,,F,Tin,0.0099999999999999,9.0,Bristol,0
1148,35539883,2.0,45.0,,F,Silver,360.0,8.0,Ulster,0
1149,35543252,5.0,72.0,C,F,Silver,1000.0,1.0,London,0
1150,35583041,7.0,64.0,,M,Gold,6000.0,2.0,Ulster,0
1151,35645772,7.0,63.0,E,F,Silver,5000.0,6.0,London,0
1152,35664475,,,D,F,Silver,180.0,1.0,Midlands,0
1153,35706356,9.0,36.0,,F,Tin,0.0099999999999999,8.0,Midlands,0
1154,35713441,13.0,46.0,,F,Silver,0.0199999999999999,4.0,Wales,1
1155,35741968,,,F,F,Silver,2800.0,5.0,Midlands,0
1156,35769862,11.0,,D,,Tin,0.0099999999999999,8.0,Wales,1
1157,35796754,6.0,,B,,Silver,4000.0,2.0,London,0
1158,35862552,11.0,,E,,Silver,0.0199999999999999,9.0,Yorkshire,1
1159,35867856,,56.0,C,,Gold,6053.339999999999,3.0,London,0
1160,35886729,15.0,,D,,Tin,0.0099999999999999,5.0,Cardiff,1
1161,35900446,,42.0,F,,Silver,1380.0,9.0,Bolton,0
1162,35938176,8.0,59.0,,M,Tin,0.0099999999999999,4.0,Cardiff,0
1163,35938630,10.0,34.0,C,F,Silver,5000.0,1.0,London,1
1164,35956123,5.0,61.0,,M,Tin,0.0099999999999999,4.0,Ulster,0
1165,35959017,,46.0,D,,Tin,0.0099999999999999,5.0,Midlands,0
1166,36024003,8.0,43.0,,M,Tin,0.0099999999999999,7.0,Ulster,0
1167,36068043,4.0,50.0,E,F,Silver,600.0,5.0,London,0
1168,36107197,2.0,,D,,Gold,6000.0,1.0,Wales,0
1169,36317337,,,D,F,Gold,6000.0,2.0,London,0
1170,36340371,4.0,48.0,F,U,Silver,2000.0,1.0,London,0
1171,36383615,5.0,59.0,,F,Tin,0.0099999999999999,9.0,Yorkshire,0
1172,36385685,,62.0,D,F,Silver,0.0199999999999999,,Midlands,0
1173,36432284,,48.0,E,,Tin,0.0099999999999999,4.0,London,0
1174,36454210,11.0,63.0,,F,Tin,0.0099999999999999,11.0,Wales,1
1175,36478918,8.0,39.0,,F,Tin,0.0099999999999999,6.0,Ulster,0
1176,36510900,11.0,50.0,,M,Tin,0.0099999999999999,4.0,London,1
1177,36529547,7.0,73.0,F,F,Silver,2000.0,9.0,London,0
1178,36576952,8.0,42.0,,M,Silver,50.0,9.0,Ulster,0
1179,36601337,9.0,54.0,,F,Silver,2000.0,10.0,Midlands,0
1180,36616326,7.0,,F,,Platinum,49910.05,10.0,Cardiff,0
1181,36792035,10.0,47.0,,F,Silver,50.0,1.0,Trafford,1
1182,36811862,7.0,,C,,Gold,10000.0,31.0,Wales,0
1183,36889250,7.0,,B,F,Silver,480.0,,Bristol,0
1184,36895497,8.0,67.0,,F,Platinum,24212.02,11.0,Bristol,0
1185,36907541,6.0,64.0,F,F,Silver,500.0,11.0,London,0
1186,36963042,7.0,74.0,,F,Silver,1500.0,5.0,Wales,0
1187,37142107,6.0,35.0,,F,Tin,0.0099999999999999,4.0,Bristol,0
1188,37171816,10.0,,D,,Gold,12000.0,2.0,London,1
1189,37414719,,,D,F,Tin,0.0099999999999999,7.0,London,0
1190,37463540,7.0,,C,,Silver,1000.0,5.0,Cardiff,0
1191,37469696,10.0,54.0,B,M,Gold,6000.0,5.0,London,1
1192,37495611,10.0,36.0,,M,Tin,0.0099999999999999,5.0,Bristol,1
1193,37512915,5.0,65.0,,M,Gold,6000.0,4.0,Ulster,0
1194,37642827,5.0,37.0,E,,Tin,0.0099999999999999,,Birmingham,0
1195,37724440,,53.0,C,,Gold,6000.0,6.0,Bristol,0
1196,37734144,9.0,24.0,,F,Silver,52.54,8.0,London,0
1197,37870862,7.0,,B,,Gold,12000.0,10.0,Wales,0
1198,37893145,6.0,43.0,,F,Gold,7652.67,10.0,Ulster,0
1199,37933511,10.0,46.0,D,F,Silver,420.0,4.0,London,1
1200,37966827,7.0,30.0,,F,Silver,4000.0,4.0,Cardiff,0
1201,38022326,,51.0,A,,Gold,20000.0,6.0,Wales,0
1202,38050060,,,F,F,Tin,0.0099999999999999,5.0,London,0
1203,38129082,12.0,,B,,Gold,6000.0,6.0,Cardiff,1
1204,38150596,6.0,64.0,E,M,Gold,6000.0,5.0,London,0
1205,38167278,15.0,66.0,F,M,Gold,10500.0,1.0,London,1
1206,38216465,8.0,44.0,,F,Tin,0.0099999999999999,7.0,Ulster,0
1207,38237411,7.0,52.0,C,F,Gold,19000.0,14.0,London,0
1208,38262106,7.0,38.0,,F,Tin,0.0099999999999999,8.0,Midlands,0
1209,38352415,5.0,63.0,,F,Gold,12000.0,2.0,London,0
1210,38366084,11.0,49.0,B,F,Gold,6000.0,9.0,London,1
1211,38394037,7.0,76.0,D,F,Platinum,31000.0,5.0,London,0
1212,38403958,6.0,51.0,F,F,Silver,2730.0,4.0,London,0
1213,38590642,11.0,50.0,,F,Silver,540.0,8.0,Ulster,1
1214,38605070,8.0,70.0,,M,Silver,1500.0,8.0,Ulster,0
1215,38630334,8.0,43.0,B,M,Silver,1000.0,1.0,London,0
1216,38653350,8.0,47.0,,F,Tin,0.0099999999999999,8.0,Ulster,0
1217,38657380,7.0,44.0,,M,Gold,9053.35,8.0,Cardiff,0
1218,38691120,6.0,,C,,Silver,600.0,4.0,Yorkshire,0
1219,38718592,6.0,67.0,,M,Silver,2000.0,1.0,Scotland,0
1220,38748831,11.0,48.0,B,U,Silver,480.0,12.0,London,1
1221,38771388,3.0,60.0,D,M,Silver,3000.0,1.0,London,0
1222,38821377,6.0,,C,,Platinum,38653.35,8.0,Midlands,0
1223,38829882,16.0,43.0,,F,Silver,1500.0,4.0,Birmingham,1
1224,38874136,8.0,70.0,C,F,Tin,0.0099999999999999,8.0,London,0
1225,38940864,6.0,52.0,C,M,Silver,5000.0,1.0,London,0
1226,38956108,7.0,75.0,F,F,Gold,6000.0,5.0,London,0
1227,39137020,8.0,45.0,C,F,Gold,6000.0,1.0,London,0
1228,39153980,13.0,54.0,D,F,Silver,3000.0,5.0,London,1
1229,39158795,8.0,54.0,F,M,Tin,0.0099999999999999,4.0,London,0
1230,39191610,6.0,44.0,,F,Silver,2000.0,5.0,Bristol,0
1231,39209551,7.0,64.0,C,U,Gold,5040.0,29.0,London,0
1232,39253836,9.0,41.0,E,F,Tin,0.0099999999999999,4.0,London,0
1233,39396963,4.0,,B,,Tin,0.0099999999999999,8.0,Bristol,0
1234,39414910,10.0,60.0,,M,Platinum,20639.2,3.0,Bristol,1
1235,39431815,13.0,62.0,,F,Silver,4900.0,6.0,Ulster,1
1236,39581515,9.0,,C,,Tin,0.0099999999999999,8.0,Midlands,0
1237,39594480,11.0,,B,,Silver,3000.0,1.0,London,1
1238,39614502,14.0,63.0,,F,Silver,4830.759999999999,4.0,Ulster,1
1239,39627515,13.0,48.0,,F,Tin,0.0099999999999999,8.0,Nottingham,1
1240,39652390,3.0,18.0,,U,Silver,600.0,1.0,Cardiff,0
1241,39658038,5.0,72.0,B,F,Silver,5000.0,1.0,London,0
1242,39690705,9.0,,C,,Tin,0.0099999999999999,10.0,London,0
1243,39692287,,65.0,A,,Gold,6000.0,2.0,London,0
1244,39754797,12.0,43.0,C,M,Gold,10200.0,6.0,London,1
1245,39827948,9.0,34.0,,M,Tin,0.0099999999999999,9.0,Birmingham,0
1246,39893312,8.0,,E,,Gold,15000.0,4.0,London,0
1247,39900254,,60.0,A,,Gold,12160.989999999998,5.0,Bolton,0
1248,39973715,,,E,M,Tin,0.0099999999999999,11.0,Wales,0
1249,39993252,14.0,50.0,,F,Gold,9500.0,13.0,Wales,1
1250,40022341,11.0,28.0,,F,Silver,600.0,10.0,London,1
1251,40027130,11.0,48.0,C,M,Silver,40.0,1.0,London,1
1252,40068163,6.0,,C,,Tin,0.0099999999999999,5.0,Bristol,0
1253,40071245,10.0,77.0,B,,Gold,10000.0,,Bristol,1
1254,40128247,7.0,51.0,B,F,Silver,3000.0,3.0,London,0
1255,40129782,,57.0,F,,Silver,1094.53,3.0,Wales,0
1256,40132864,3.0,44.0,,F,Tin,0.0099999999999999,6.0,Nottingham,0
1257,40167315,9.0,34.0,,U,Silver,1000.0,4.0,Scotland,0
1258,40198679,8.0,78.0,,M,Gold,6000.0,1.0,Ulster,0
1259,40231420,,,E,M,Gold,7000.0,16.0,London,0
1260,40253009,5.0,40.0,D,M,Gold,6000.0,1.0,London,0
1261,40264795,9.0,,A,,Gold,17042.92,8.0,London,0
1262,40286896,4.0,67.0,D,M,Silver,3000.0,8.0,London,0
1263,40288465,6.0,31.0,A,F,Tin,0.0099999999999999,9.0,London,0
1264,40324968,12.0,41.0,,F,Silver,1000.0,13.0,London,1
1265,40326928,7.0,67.0,,M,Gold,10000.0,5.0,Ulster,0
1266,40344110,8.0,42.0,D,F,Tin,0.0099999999999999,5.0,London,0
1267,40363815,12.0,46.0,C,F,Silver,50.0,2.0,London,1
1268,40467041,,57.0,B,,Gold,6000.0,1.0,Midlands,0
1269,40508252,19.0,42.0,,F,Platinum,47000.0,7.0,Ulster,1
1270,40567470,10.0,,F,,Tin,0.0099999999999999,8.0,Midlands,1
1271,40863362,11.0,39.0,,F,Tin,0.0099999999999999,8.0,Ulster,1
1272,40863893,4.0,57.0,,U,Silver,4000.0,11.0,Cardiff,0
1273,40999590,6.0,48.0,,F,Gold,6053.349999999999,6.0,Ulster,0
1274,41084570,2.0,66.0,D,M,Gold,12053.35,31.0,London,0
1275,41133694,,41.0,A,,Silver,620.5,1.0,London,0
1276,41136219,,53.0,C,,Gold,7000.0,5.0,London,0
1277,41181818,10.0,,F,,Tin,0.0099999999999999,5.0,Birmingham,1
1278,41227346,11.0,,D,,Silver,4000.0,2.0,Yorkshire,1
1279,41239328,,42.0,A,,Tin,0.0099999999999999,7.0,Midlands,0
1280,41571187,11.0,58.0,B,M,Gold,8000.0,2.0,London,1
1281,41590114,5.0,,B,,Silver,3000.0,3.0,London,0
1282,41657529,7.0,50.0,,F,Gold,6000.0,1.0,Scotland,0
1283,41679697,10.0,39.0,C,F,Silver,3000.0,1.0,London,1
1284,41705965,8.0,,F,,Gold,12000.0,2.0,Nottingham,0
1285,41815965,17.0,39.0,E,F,Silver,100.0,10.0,London,1
1286,41827467,6.0,71.0,,F,Tin,0.0099999999999999,15.0,Ulster,0
1287,41844914,9.0,36.0,,F,Tin,0.0099999999999999,8.0,Bristol,0
1288,41895179,,,E,F,Tin,0.0099999999999999,4.0,Wales,0
1289,41898801,9.0,,C,,Silver,3000.0,1.0,Wales,0
1290,41950846,7.0,,C,,Tin,0.0099999999999999,8.0,Trafford,0
1291,41979844,,44.0,D,,Tin,0.0099999999999999,5.0,Bolton,0
1292,42102695,7.0,58.0,,F,Gold,10000.0,4.0,Midlands,0
1293,42127833,,45.0,B,,Silver,420.0,5.0,Midlands,0
1294,42196584,8.0,55.0,,F,Gold,9000.0,5.0,Ulster,0
1295,42209481,,,B,F,Silver,3500.01,9.0,London,0
1296,42311936,9.0,56.0,,M,Tin,0.0099999999999999,5.0,Ulster,0
1297,42336378,4.0,66.0,,F,Silver,1000.0,9.0,Cardiff,0
1298,42358657,,73.0,F,,Silver,2000.0,5.0,Midlands,0
1299,42435953,13.0,56.0,D,M,Tin,0.0099999999999999,4.0,London,1
1300,42444200,4.0,,C,,Tin,0.0099999999999999,5.0,Midlands,0
1301,42462233,4.0,59.0,E,M,Silver,1000.0,2.0,London,0
1302,42477664,8.0,58.0,,F,Silver,100.0,1.0,London,0
1303,42559610,6.0,78.0,,F,Tin,0.0099999999999999,8.0,Cardiff,0
1304,42592056,12.0,33.0,E,F,Gold,6000.0,2.0,London,1
1305,42618950,11.0,60.0,D,F,Gold,10000.0,2.0,London,1
1306,42626244,8.0,55.0,A,U,Silver,3000.0,7.0,London,0
1307,42644943,9.0,36.0,,M,Tin,0.0099999999999999,7.0,Wales,0
1308,42647551,12.0,25.0,,M,Silver,480.0,1.0,Leicester,1
1309,42703540,8.0,44.0,,M,Platinum,28053.35,8.0,London,0
1310,42715859,9.0,48.0,,F,Gold,6000.0,4.0,Ulster,0
1311,42770035,8.0,77.0,,M,Gold,13500.0,25.0,Cardiff,0
1312,42812064,8.0,77.0,C,F,Gold,6000.0,1.0,London,0
1313,42813605,4.0,43.0,,U,Tin,0.0099999999999999,11.0,Scotland,0
1314,42847712,,39.0,F,F,Tin,0.0099999999999999,,Bristol,0
1315,42905844,,,C,F,Gold,6052.65,8.0,London,0
1316,42926043,11.0,,A,,Silver,50.0,9.0,London,1
1317,42926566,9.0,44.0,,F,Silver,1200.0,7.0,Cardiff,0
1318,42979520,,,E,M,Tin,0.0099999999999999,4.0,Cardiff,0
1319,42981699,9.0,69.0,D,M,Platinum,20350.98,3.0,London,0
1320,43021028,,,D,M,Silver,600.0,8.0,Midlands,0
1321,43095919,5.0,26.0,,F,Gold,6000.0,2.0,Ulster,0
1322,43122800,9.0,39.0,,F,Tin,0.0099999999999999,4.0,Wales,0
1323,43179241,12.0,54.0,,U,Silver,3000.0,6.0,London,1
1324,43201948,7.0,79.0,,F,Silver,3050.0,12.0,Ulster,0
1325,43235176,3.0,,E,U,Tin,0.0099999999999999,,Midlands,0
1326,43294890,10.0,33.0,,F,Silver,4000.0,11.0,Ulster,1
1327,43299999,,42.0,D,,Tin,0.0099999999999999,5.0,London,0
1328,43312642,8.0,34.0,,M,Tin,0.0099999999999999,4.0,Wales,0
1329,43398520,5.0,,E,,Silver,3000.0,4.0,London,0
1330,43415042,,72.0,A,,Silver,3000.0,8.0,London,0
1331,43466674,9.0,36.0,C,M,Silver,3400.0,5.0,London,0
1332,43530372,9.0,42.0,C,F,Tin,0.0099999999999999,9.0,London,0
1333,43537024,5.0,66.0,,M,Silver,5000.0,16.0,Bristol,0
1334,43583522,5.0,50.0,,M,Tin,0.0099999999999999,5.0,Wales,0
1335,43606816,,43.0,D,,Silver,420.0,12.0,Wales,0
1336,43611526,5.0,,B,,Gold,7653.0,11.0,London,0
1337,43645544,6.0,52.0,,F,Silver,5000.0,4.0,Ulster,0
1338,43646044,8.0,38.0,,M,Silver,300.0,9.0,Ulster,0
1339,43667823,3.0,54.0,,F,Silver,1600.0,5.0,Yorkshire,0
1340,43908170,12.0,66.0,,F,Tin,0.0099999999999999,8.0,Ulster,1
1341,43913468,12.0,60.0,C,F,Tin,0.0099999999999999,8.0,London,1
1342,43916610,2.0,61.0,,F,Tin,0.0099999999999999,3.0,Ulster,0
1343,43949624,7.0,53.0,D,M,Gold,6000.0,2.0,London,0
1344,44009757,6.0,68.0,,F,Gold,6000.0,2.0,Ulster,0
1345,44067358,5.0,26.0,F,F,Tin,0.0099999999999999,9.0,London,0
1346,44080109,11.0,46.0,C,M,Tin,0.0099999999999999,8.0,London,1
1347,44296497,4.0,43.0,,M,Gold,10384.25,8.0,London,0
1348,44451930,,46.0,F,M,Tin,0.0099999999999999,,Midlands,0
1349,44503654,7.0,55.0,E,F,Gold,12107.64,6.0,London,0
1350,44606305,14.0,30.0,,M,Tin,0.0099999999999999,5.0,Bristol,1
1351,44653010,11.0,60.0,,M,Silver,1500.0,18.0,London,1
1352,44654571,10.0,34.0,,F,Tin,0.0099999999999999,4.0,Ulster,1
1353,44662787,12.0,42.0,E,F,Tin,0.0099999999999999,8.0,London,1
1354,44670011,11.0,58.0,,F,Silver,180.0,11.0,Ulster,1
1355,44727986,12.0,36.0,,M,Silver,180.0,4.0,Bolton,1
1356,44864517,10.0,49.0,F,U,Gold,6000.0,1.0,London,1
1357,44920956,11.0,58.0,,U,Silver,60.79,8.0,Bristol,1
1358,44941490,9.0,47.0,E,M,Tin,0.0099999999999999,5.0,London,0
1359,44990865,8.0,54.0,D,F,Gold,6053.82,7.0,London,0
1360,45128687,12.0,61.0,B,F,Gold,11000.0,1.0,London,1
1361,45145328,5.0,73.0,E,M,Silver,5000.0,5.0,London,0
1362,45183971,9.0,,E,,Platinum,25571.04,4.0,London,0
1363,45353427,10.0,57.0,A,M,Gold,6000.0,1.0,London,1
1364,45377580,10.0,62.0,D,F,Gold,6000.0,3.0,London,1
1365,45398005,7.0,49.0,D,M,Tin,0.0099999999999999,7.0,London,0
1366,45436500,14.0,66.0,D,M,Gold,6000.0,1.0,London,1
1367,45450457,12.0,52.0,A,M,Tin,0.0099999999999999,8.0,London,1
1368,45473198,9.0,33.0,,M,Tin,0.0099999999999999,4.0,Birmingham,0
1369,45614956,3.0,,B,,Silver,3000.0,8.0,London,0
1370,45670660,14.0,35.0,,F,Tin,0.0099999999999999,4.0,London,1
1371,45693422,6.0,63.0,,M,Silver,3000.0,5.0,London,0
1372,45732045,10.0,35.0,E,M,Silver,4000.0,1.0,London,1
1373,45747484,8.0,72.0,U,F,Gold,6000.0,2.0,London,0
1374,45752569,4.0,37.0,,M,Gold,6446.669999999999,4.0,Leicester,0
1375,45785300,11.0,,D,,Tin,0.0099999999999999,8.0,Birmingham,1
1376,45786315,,31.0,F,,Tin,0.0099999999999999,8.0,London,0
1377,45875210,4.0,49.0,E,U,Gold,12000.0,1.0,London,0
1378,45922081,4.0,60.0,C,M,Silver,5000.0,9.0,London,0
1379,45927890,8.0,69.0,,F,Gold,6000.0,5.0,Ulster,0
1380,45941027,10.0,77.0,,M,Silver,500.0,17.0,Cardiff,1
1381,45986020,,62.0,C,,Silver,5000.0,8.0,London,0
1382,46069277,12.0,67.0,B,F,Gold,12000.0,2.0,London,1
1383,46138392,6.0,,A,U,Gold,6000.0,,London,0
1384,46166086,,50.0,B,F,Tin,0.0099999999999999,,London,0
1385,46186680,,52.0,E,,Silver,1321.87,6.0,London,0
1386,46219244,5.0,42.0,,M,Silver,50.01,11.0,Midlands,0
1387,46245628,3.0,79.0,E,M,Gold,5420.0,20.0,London,0
1388,46247140,,55.0,E,,Tin,0.0099999999999999,5.0,London,0
1389,46248732,5.0,,B,,Tin,0.0099999999999999,4.0,London,0
1390,46316231,9.0,,B,,Platinum,28000.0,6.0,Midlands,0
1391,46438353,9.0,52.0,,F,Gold,6000.0,6.0,Birmingham,0
1392,46475720,14.0,70.0,,U,Gold,18000.0,12.0,Ulster,1
1393,46498437,19.0,47.0,A,F,Silver,3000.0,7.0,London,1
1394,46562585,7.0,63.0,,F,Silver,1000.0,3.0,Ulster,0
1395,46655710,9.0,,F,,Silver,600.0,8.0,Midlands,0
1396,46693884,7.0,35.0,C,F,Tin,0.0099999999999999,4.0,London,0
1397,46828003,4.0,56.0,,U,Silver,3000.0,1.0,Ulster,0
1398,46837363,,36.0,F,F,Platinum,55000.0,,Midlands,0
1399,46848217,11.0,60.0,,F,Tin,0.0099999999999999,5.0,Ulster,1
1400,47006694,9.0,40.0,,M,Silver,50.0,9.0,Wales,0
1401,47019001,5.0,,F,,Tin,0.0099999999999999,17.0,Midlands,0
1402,47027667,8.0,69.0,,F,Tin,0.0099999999999999,7.0,Bristol,0
1403,47049261,,,C,M,Silver,3000.0,8.0,London,0
1404,47082650,8.0,,F,,Tin,0.0099999999999999,4.0,Midlands,0
1405,47090482,8.0,57.0,,M,Gold,6000.0,1.0,Ulster,0
1406,47220327,,,E,M,Silver,300.0,9.0,London,0
1407,47293642,8.0,77.0,B,M,Gold,6000.0,1.0,London,0
1408,47363357,9.0,73.0,A,U,Silver,1000.0,23.0,London,0
1409,47382904,,,F,F,Gold,6000.01,7.0,Birmingham,0
1410,47398517,11.0,74.0,,F,Platinum,20540.15,3.0,Birmingham,1
1411,47433436,6.0,,F,,Tin,0.0099999999999999,8.0,Midlands,0
1412,47449820,14.0,30.0,D,F,Silver,50.01,7.0,London,1
1413,47452457,19.0,35.0,F,F,Silver,1000.0,2.0,London,1
1414,47551188,10.0,,D,,Gold,6053.349999999999,24.0,Birmingham,1
1415,47591961,7.0,43.0,,F,Silver,1000.0,6.0,Yorkshire,0
1416,47597609,9.0,78.0,B,M,Platinum,23999.99,3.0,London,0
1417,47638909,7.0,63.0,B,F,Gold,17000.0,7.0,London,0
1418,47668220,,35.0,C,,Silver,2000.0,1.0,Bristol,0
1419,47732247,13.0,,B,,Gold,6000.01,6.0,Bristol,1
1420,47736323,,,E,M,Tin,0.0099999999999999,4.0,London,0
1421,47752892,,,F,M,Silver,50.0,10.0,Cardiff,0
1422,47778352,9.0,76.0,F,M,Gold,6000.0,8.0,London,0
1423,47810426,7.0,71.0,,F,Gold,8000.0,5.0,Ulster,0
1424,47849586,7.0,53.0,,M,Gold,6800.0,9.0,Ulster,0
1425,47875528,20.0,34.0,F,,Silver,50.0,,London,1
1426,47895030,12.0,43.0,,F,Silver,2400.0,1.0,Ulster,1
1427,48020496,4.0,71.0,,F,Silver,3000.0,2.0,London,0
1428,48066020,11.0,47.0,,F,Tin,0.0099999999999999,1.0,Bristol,1
1429,48124739,7.0,58.0,,F,Tin,0.0099999999999999,5.0,Bristol,0
1430,48138144,8.0,,F,,Gold,6000.0,1.0,Midlands,0
1431,48144896,,57.0,A,,Tin,0.0099999999999999,12.0,Bolton,0
1432,48218563,6.0,39.0,D,F,Tin,0.0099999999999999,5.0,London,0
1433,48364888,10.0,67.0,,F,Silver,3000.0,8.0,Cardiff,1
1434,48682588,,,D,M,Silver,3000.0,8.0,Bolton,0
1435,48686826,11.0,,A,,Tin,0.0099999999999999,8.0,London,1
1436,48696104,10.0,51.0,C,U,Silver,600.0,4.0,London,1
1437,48771416,9.0,42.0,D,M,Gold,7200.0,11.0,London,0
1438,48806040,8.0,62.0,,U,Gold,14331.72,7.0,Cardiff,0
1439,48854079,10.0,71.0,,M,Gold,10000.0,4.0,Ulster,1
1440,48991807,5.0,35.0,,F,Tin,0.0099999999999999,5.0,Bristol,0
1441,49006071,9.0,35.0,E,F,Silver,40.0,1.0,London,0
1442,49057962,6.0,,E,,Gold,11500.0,12.0,Birmingham,0
1443,49080972,8.0,45.0,,U,Platinum,30000.0,2.0,Ulster,0
1444,49098189,10.0,40.0,,M,Tin,0.0099999999999999,9.0,Midlands,1
1445,49209673,11.0,47.0,,F,Tin,0.0099999999999999,5.0,Ulster,1
1446,49229810,6.0,,D,,Silver,600.0,7.0,Wales,0
1447,49313160,9.0,36.0,C,,Tin,0.0099999999999999,,Bristol,0
1448,49378785,9.0,54.0,F,F,Tin,0.0099999999999999,8.0,London,0
1449,49473680,6.0,,D,,Silver,1000.01,5.0,Yorkshire,0
1450,49556225,3.0,,C,,Silver,420.0,5.0,Cardiff,0
1451,49582684,16.0,52.0,B,M,Gold,15000.0,10.0,London,1
1452,49624840,11.0,66.0,E,M,Silver,1500.0,4.0,London,1
1453,49643080,5.0,62.0,C,F,Platinum,21000.0,6.0,London,0
1454,49679734,8.0,63.0,,F,Silver,1000.0,1.0,Ulster,0
1455,49711220,4.0,56.0,C,M,Gold,6000.0,1.0,London,0
1456,49732872,9.0,73.0,A,F,Gold,8052.66,7.0,London,0
1457,49856121,5.0,70.0,A,,Gold,12053.35,,London,0
1458,49906498,7.0,58.0,,M,Silver,3000.0,13.0,Ulster,0
1459,49926634,8.0,74.0,,F,Gold,7000.0,6.0,Bristol,0
1460,49978278,10.0,47.0,,F,Silver,3000.0,4.0,Cardiff,1
1461,50041352,4.0,,B,,Silver,2000.0,7.0,Wales,0
1462,50202038,7.0,67.0,F,M,Gold,6000.0,1.0,London,0
1463,50260453,8.0,,B,,Tin,0.0099999999999999,4.0,Midlands,0
1464,50277739,10.0,36.0,E,,Tin,0.0099999999999999,,Birmingham,1
1465,50384381,8.0,65.0,B,F,Gold,6000.0,1.0,London,0
1466,50410196,23.0,32.0,,F,Silver,3000.0,5.0,Bristol,1
1467,50448673,11.0,78.0,,M,Silver,5000.0,1.0,Leicester,1
1468,50463338,5.0,54.0,E,F,Silver,1000.0,1.0,London,0
1469,50465390,10.0,36.0,,M,Tin,0.0099999999999999,5.0,Ulster,1
1470,50489116,2.0,,F,,Tin,0.0099999999999999,10.0,Midlands,0
1471,50560171,9.0,65.0,,F,Gold,6000.0,25.0,Ulster,0
1472,50602290,6.0,71.0,C,U,Gold,6000.0,1.0,London,0
1473,50669157,11.0,39.0,,M,Tin,0.0099999999999999,7.0,Birmingham,1
1474,50676340,7.0,,C,,Tin,0.0099999999999999,7.0,Birmingham,0
1475,50909778,7.0,75.0,,M,Gold,10000.0,13.0,Bolton,0
1476,50936694,12.0,23.0,A,F,Silver,1000.0,2.0,London,1
1477,50961656,7.0,,C,,Platinum,46023.61,10.0,London,0
1478,50991822,7.0,60.0,,M,Silver,2700.0,5.0,Ulster,0
1479,51000021,15.0,43.0,F,F,Gold,12000.0,1.0,London,1
1480,51026950,6.0,47.0,,F,Silver,3000.0,3.0,Midlands,0
1481,51076028,,41.0,C,,Silver,4400.0,5.0,London,0
1482,51239474,5.0,61.0,,M,Tin,0.0099999999999999,5.0,Ulster,0
1483,51254848,,77.0,A,,Silver,3000.0,4.0,London,0
1484,51311515,10.0,40.0,F,F,Tin,0.0099999999999999,4.0,London,1
1485,51316681,11.0,44.0,,M,Tin,0.0099999999999999,5.0,Wales,1
1486,51345614,9.0,64.0,,F,Silver,1000.0,9.0,Wales,0
1487,51419820,9.0,72.0,,F,Tin,0.0099999999999999,5.0,Cardiff,0
1488,51487206,10.0,43.0,,M,Silver,3000.0,8.0,Ulster,1
1489,51499085,6.0,48.0,F,M,Silver,285.0,2.0,London,0
1490,52033012,12.0,40.0,B,F,Tin,0.0099999999999999,8.0,London,1
1491,52035821,11.0,51.0,,F,Silver,4884.25,8.0,London,1
1492,52039533,9.0,78.0,B,M,Gold,6000.0,1.0,London,0
